"year","region_id","region_name","region_ons_code","link_length_km","link_length_miles","pedal_cycles","two_wheeled_motor_vehicles","cars_and_taxis","buses_and_coaches","LGVs","all_HGVs","all_motor_vehicles"
2015,6,"London","E12000007",14796,9194,408500000,416400000,15407100000,343100000,2820200000,663400000,19650200000
2015,7,"East of England","E12000006",39882,24782,492800000,292200000,27775100000,230800000,5596700000,2051300000,35946100000
2015,8,"Yorkshire and The Humber","E12000003",32018,19895,300400000,206700000,20719500000,222700000,4176500000,1790900000,27116200000
2015,9,"South East","E12000008",47897,29762,568700000,454300000,42370500000,303500000,7775400000,2435800000,53339600000
2015,10,"West Midlands","E12000005",33009,20511,259900000,196900000,24389300000,249700000,4.46e+09,1939600000,31235400000
2015,11,"North East","E12000001",16266,10107,112800000,66200000,9.273e+09,136100000,1681300000,443700000,11600400000
2016,1,"South West","E12000009",50272,31238,309300000,374100000,26877800000,2.36e+08,5440500000,1410500000,34338900000
2016,2,"East Midlands","E12000004",31619,19647,271500000,193700000,21640400000,218900000,4181600000,1955400000,2.819e+10
2016,3,"Scotland","S92000003",59365,36888,180400000,165500000,22051300000,319500000,4797900000,1592100000,28926200000
2016,4,"Wales","W92000004",33926,21081,115500000,136700000,14631800000,129600000,2975600000,691500000,18565300000
2016,5,"North West","E12000002",37113,23061,285300000,214800000,27725100000,271200000,5139200000,1903100000,35253400000
2016,6,"London","E12000007",14834,9217,506300000,473600000,15421400000,325400000,3224400000,638200000,2.0083e+10
2016,7,"East of England","E12000006",40013,24863,506400000,284200000,28162600000,222100000,5830600000,2095200000,36594800000
2016,8,"Yorkshire and The Humber","E12000003",32080,19934,258900000,196800000,21382900000,206900000,4443600000,1796300000,28026500000
2016,9,"South East","E12000008",48069,29869,563100000,468600000,42887200000,290200000,8195800000,2442400000,54284200000
2016,10,"West Midlands","E12000005",33144,20595,253700000,196900000,2.4707e+10,263200000,4769400000,1960300000,31896700000
2016,11,"North East","E12000001",16285,10119,1.12e+08,64100000,9.337e+09,129200000,1790400000,446600000,11767200000
2017,1,"South West","E12000009",50356,31290,333100000,339300000,2.767e+10,228600000,5633700000,1431900000,35303500000
2017,2,"East Midlands","E12000004",31689,19691,279800000,189900000,22002700000,230900000,4267500000,1974600000,28665500000
2017,3,"Scotland","S92000003",59285,36838,182500000,173900000,22416500000,3.26e+08,5130700000,1624300000,29671400000
2017,4,"Wales","W92000004",33859,21039,111500000,141800000,14591200000,124300000,3083300000,703800000,18644400000
2017,5,"North West","E12000002",37147,23082,293300000,221800000,27873300000,208200000,5178900000,1914400000,35396500000
2017,6,"London","E12000007",14842,9222,500500000,468800000,15397800000,314800000,3268100000,605900000,20055400000
2017,7,"East of England","E12000006",40052,24887,525300000,312800000,29051500000,2.13e+08,6162100000,2144200000,37883600000
2017,8,"Yorkshire and The Humber","E12000003",32099,19945,309200000,196400000,21404300000,206500000,4456600000,1815100000,28078900000
2017,9,"South East","E12000008",48179,29937,596400000,448300000,43150300000,275900000,8278700000,2461800000,5.4615e+10
2017,10,"West Midlands","E12000005",33196,20627,218200000,177800000,24932500000,247500000,4843200000,1998200000,32199200000
2017,11,"North East","E12000001",16334,10149,114200000,73800000,9458400000,154200000,1847500000,456400000,11990300000
2018,1,"South West","E12000009",50316,31265,357800000,320200000,27672500000,220800000,5627100000,1434900000,35275400000
2018,2,"East Midlands","E12000004",31707,19702,2.7e+08,210400000,22171100000,225500000,4318800000,1991700000,28917600000
2018,3,"Scotland","S92000003",59301,36848,193200000,175500000,22554900000,289800000,5106700000,1621800000,29748600000
2018,4,"Wales","W92000004",33829,21020,116300000,163700000,14761100000,1.22e+08,3179300000,702600000,18928600000
2018,5,"North West","E12000002",37214,23124,319300000,209300000,28260800000,198500000,5264400000,1903500000,35836500000
2018,6,"London","E12000007",14808,9201,5.18e+08,463400000,15360300000,311400000,3259900000,597900000,19992900000
2018,7,"East of England","E12000006",40003,24857,493500000,292600000,28935300000,207900000,6226400000,2184100000,37846200000
2018,8,"Yorkshire and The Humber","E12000003",32011,19891,3.11e+08,186700000,21901400000,203100000,4459900000,1824600000,28575600000
2018,9,"South East","E12000008",48243,29977,606800000,4.4e+08,42884900000,269400000,8.427e+09,2466900000,54488100000
2018,10,"West Midlands","E12000005",33224,20644,228600000,182400000,24973200000,2.28e+08,4985200000,2002200000,3.2371e+10
2018,11,"North East","E12000001",16365,10169,105200000,73800000,9646900000,151100000,1902100000,458600000,12232400000
2019,1,"South West","E12000009",50374,31301,363700000,321500000,28297800000,220200000,5737600000,1456500000,36033500000
2019,2,"East Midlands","E12000004",31780,19747,287200000,193300000,22657400000,223600000,4409200000,2005300000,29488800000
2019,3,"Scotland","S92000003",59353,36880,2.27e+08,181100000,22790300000,319500000,5143100000,1607600000,30041600000
2019,4,"Wales","W92000004",33838,21026,128400000,133400000,14937300000,115100000,3194400000,7.01e+08,19081200000
2019,5,"North West","E12000002",37288,23170,335700000,196500000,28876400000,1.99e+08,5414200000,1895100000,36581200000
2019,6,"London","E12000007",14815,9206,467800000,493200000,15628900000,280300000,3264400000,597500000,20264400000
2019,7,"East of England","E12000006",40048,24885,5.28e+08,285400000,29013700000,206800000,6289400000,2169400000,37964800000
2019,8,"Yorkshire and The Humber","E12000003",32020,19896,333900000,182500000,2.2116e+10,191800000,4576100000,1889200000,28955600000
2019,9,"South East","E12000008",48385,30065,6.23e+08,4.47e+08,43210500000,2.7e+08,8513800000,2446500000,54887700000
2019,10,"West Midlands","E12000005",33293,20687,229800000,168400000,25258100000,176400000,4.996e+09,1999100000,32597900000
2019,11,"North East","E12000001",16402,10192,103800000,67300000,10100800000,153100000,1933100000,445200000,12699500000
2020,1,"South West","E12000009",50508,31384,482200000,246900000,20960700000,143800000,5157800000,1325500000,27834700000
2020,2,"East Midlands","E12000004",31876,19807,411200000,153100000,17126900000,187500000,4018900000,1879300000,23365700000
2020,3,"Scotland","S92000003",59274,36831,370700000,136200000,16797100000,234600000,4596700000,1403900000,23168500000
2020,4,"Wales","W92000004",33851,21034,2.1e+08,111300000,10966800000,74300000,2782800000,637900000,14573100000
2020,5,"North West","E12000002",37351,23209,437800000,1.54e+08,21937900000,129300000,5066400000,1835100000,29122800000
2020,6,"London","E12000007",14806,9200,697700000,463500000,12453500000,226100000,2877500000,5.93e+08,16613600000
2020,7,"East of England","E12000006",40218,24990,708700000,223700000,22044800000,130200000,5873100000,2107600000,30379300000
2020,8,"Yorkshire and The Humber","E12000003",32095,19943,539700000,146500000,16883900000,118600000,4162200000,1812200000,23123400000
2020,9,"South East","E12000008",48548,30166,950600000,348500000,31854700000,162900000,7768700000,2283900000,42418700000
2020,10,"West Midlands","E12000005",33396,20751,332100000,129400000,18621600000,92300000,4458700000,1.922e+09,2.5224e+10
2020,11,"North East","E12000001",16437,10213,158200000,50300000,7676500000,128500000,1811600000,402800000,10069800000
2021,1,"South West","E12000009",50566,31420,385400000,286400000,23913500000,164100000,5794500000,1450800000,31609400000
2021,2,"East Midlands","E12000004",31954,19855,331800000,186100000,19227200000,200700000,4576200000,2073700000,26263800000
2021,3,"Scotland","S92000003",59262,36824,270300000,151200000,19301900000,263600000,5433600000,1553200000,26703400000
2021,4,"Wales","W92000004",33831,21022,176800000,123500000,1.2383e+10,91900000,3192200000,695500000,1.6486e+10
2021,5,"North West","E12000002",37404,23242,3.81e+08,169600000,2.462e+10,140700000,5627800000,1938500000,32496600000
2021,6,"London","E12000007",14808,9201,647200000,607600000,13983400000,2.39e+08,2987800000,635500000,18453300000
2021,7,"East of England","E12000006",40294,25038,523100000,260100000,24596800000,155200000,6551200000,2164500000,33727900000
2021,8,"Yorkshire and The Humber","E12000003",32124,19961,377900000,157600000,18534600000,136800000,4611100000,1956700000,25396700000
2021,9,"South East","E12000008",48680,30248,725400000,377300000,35284900000,184100000,8622100000,2436800000,46905200000
2021,10,"West Midlands","E12000005",33454,20787,268700000,148900000,20912700000,110700000,4994600000,2134100000,2.8301e+10
2021,11,"North East","E12000001",16461,10228,1.11e+08,62400000,8601300000,119600000,1985400000,446600000,11215300000
2022,1,"South West","E12000009",49827,30961,344600000,317600000,25812400000,169800000,6156900000,1413100000,33869900000
2022,2,"East Midlands","E12000004",31200,19387,294300000,200200000,21415100000,204800000,4875300000,2065300000,28760700000
2022,3,"Scotland","S92000003",59409,36915,262300000,168900000,21359700000,293700000,5798900000,1556800000,29177900000
2022,4,"Wales","W92000004",33883,21054,144200000,136400000,13818300000,110200000,3407400000,681300000,18153600000
2022,5,"North West","E12000002",36820,22879,364100000,186100000,2.6912e+10,156700000,5970400000,1897600000,35122700000
2022,6,"London","E12000007",14813,9204,605800000,701600000,14459500000,247800000,3031900000,648600000,19089300000
2022,7,"East of England","E12000006",39580,24594,507600000,298700000,27473800000,164700000,6946100000,2188300000,37071600000
2022,8,"Yorkshire and The Humber","E12000003",31182,19376,364100000,168100000,20294300000,155500000,4731500000,1.925e+09,27274400000
2022,9,"South East","E12000008",48219,29962,655500000,4.21e+08,39319900000,198800000,9227100000,2453300000,51620200000
2022,10,"West Midlands","E12000005",33195,20626,2.38e+08,172700000,23572600000,120100000,5281500000,2111300000,31258200000
2022,11,"North East","E12000001",16360,10166,117500000,66200000,9556400000,128900000,2086800000,440200000,12278500000
2023,1,"South West","E12000009",49936,31029,3.17e+08,3.19e+08,26570500000,167300000,6239600000,1387100000,34683400000
2023,2,"East Midlands","E12000004",31304,19451,268600000,195300000,22058800000,197100000,4905200000,2016100000,29372600000
2023,3,"Scotland","S92000003",59530,36990,250300000,169400000,21979300000,281800000,5896100000,1510600000,29837200000
2023,4,"Wales","W92000004",33918,21076,119800000,129600000,14263800000,109500000,3339800000,656400000,18499100000
2023,5,"North West","E12000002",36920,22941,325500000,177600000,27723700000,154500000,6021400000,1839300000,35916400000
2023,6,"London","E12000007",14817,9207,627800000,742100000,1.4591e+10,2.53e+08,2989500000,6.21e+08,19196700000
2023,7,"East of England","E12000006",39713,24677,451500000,299400000,28290700000,1.62e+08,6990700000,2158400000,37901200000
2023,8,"Yorkshire and The Humber","E12000003",31260,19424,325200000,158400000,20907300000,151700000,4785700000,1875700000,27878900000
2023,9,"South East","E12000008",48374,30058,603200000,428700000,40593600000,198700000,9206100000,2.396e+09,52823100000
2023,10,"West Midlands","E12000005",33279,20679,217600000,166900000,24387700000,120800000,5290300000,2054800000,32020500000
2023,11,"North East","E12000001",16404,10193,105700000,64200000,9933300000,122100000,2118900000,428900000,12667400000
2024,1,"South West","E12000009",50060,31106,3e+08,324300000,26973900000,170300000,6334700000,1326700000,35129900000
2024,2,"East Midlands","E12000004",31461,19549,253600000,195800000,22441400000,197900000,4965700000,1996900000,29797700000
2024,3,"Scotland","S92000003",59687,37088,237800000,171300000,22438600000,283600000,5992300000,1.518e+09,30403800000
2024,4,"Wales","W92000004",33960,21102,113200000,132400000,14494300000,111600000,3351400000,663400000,1.8753e+10
2024,5,"North West","E12000002",37068,23033,309600000,179600000,28589100000,159800000,6030600000,1827300000,36786400000
2024,6,"London","E12000007",14825,9212,697800000,815300000,14726900000,258100000,3072300000,559900000,19432600000
2024,7,"East of England","E12000006",39882,24782,4.27e+08,301600000,28721900000,163500000,6958200000,2136400000,38281600000
2024,8,"Yorkshire and The Humber","E12000003",31345,19477,307800000,158700000,21202600000,153500000,4872200000,1.836e+09,2.8223e+10
2024,9,"South East","E12000008",48564,30176,571400000,437800000,41333100000,204100000,9305800000,2320200000,53600900000
2024,10,"West Midlands","E12000005",33396,20751,2.06e+08,168400000,24972700000,1.23e+08,5480100000,2001400000,32745600000
2024,11,"North East","E12000001",16485,10243,100600000,66100000,10235200000,1.25e+08,2169800000,426200000,13022300000
2025,1,"South West","E12000009",50168,31173,3.09e+08,3.34e+08,27594900000,173600000,6377100000,1311500000,35791200000
2025,2,"East Midlands","E12000004",31607,19640,2.62e+08,204100000,23064900000,201100000,5008700000,1971700000,30450500000
2025,3,"Scotland","S92000003",59806,37162,245800000,176800000,22768800000,284300000,6053500000,1517200000,30800500000
2025,4,"Wales","W92000004",34010,21133,116700000,1.38e+08,14924900000,112900000,3333500000,675400000,19184700000
2025,5,"North West","E12000002",37167,23095,318700000,1.85e+08,2.9421e+10,163300000,6083500000,1805700000,37658500000
2025,6,"London","E12000007",14846,9225,758900000,817500000,14915600000,262800000,3136500000,517100000,19649500000
2025,7,"East of England","E12000006",40043,24882,4.4e+08,309900000,29657900000,169300000,6872600000,2131400000,39141100000
2025,8,"Yorkshire and The Humber","E12000003",31428,19528,317600000,163500000,21698300000,154500000,4910400000,1796200000,28722900000
2025,9,"South East","E12000008",48751,30292,5.89e+08,4.49e+08,42358900000,215100000,9216900000,2271200000,54511100000
2025,10,"West Midlands","E12000005",33477,20802,2.12e+08,173400000,25444900000,122700000,5576800000,1910400000,33228300000
2025,11,"North East","E12000001",16552,10285,103700000,68200000,10561200000,126800000,2230600000,4.26e+08,13412700000
